File,Line,Text,Suggested Key
"components\tickets\dialogs\IntelligentAssignDialog.tsx",252,"Workload","dialogs.intelligentassigndialog.workload"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",283,"Intelligent Ticket Assignment","dialogs.intelligentassigndialog.intelligent_ticket_assignment"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",318,"Intelligent Assignment","dialogs.intelligentassigndialog.intelligent_assignment"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",322,"Manual Selection","dialogs.intelligentassigndialog.manual_selection"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",378,"Select Agent Manually","dialogs.intelligentassigndialog.select_agent_manually"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",408,"Cancel","dialogs.intelligentassigndialog.cancel"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",252,"span","dialogs.intelligentassigndialog.span"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",260,"span","dialogs.intelligentassigndialog.span"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",264,"span","dialogs.intelligentassigndialog.span"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",331,"span","dialogs.intelligentassigndialog.span"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",385,"span","dialogs.intelligentassigndialog.span"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",408,"Button","dialogs.intelligentassigndialog.button"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",133,"Error loading agents:","dialogs.intelligentassigndialog.error_loading_agents"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",134,"Failed to load available agents","dialogs.intelligentassigndialog.failed_to_load_available_agent"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",158,"Error getting intelligent suggestion:","dialogs.intelligentassigndialog.error_getting_intelligent_sugg"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",182,"No agent selected","dialogs.intelligentassigndialog.no_agent_selected"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",198,"Failed to assign ticket","dialogs.intelligentassigndialog.failed_to_assign_ticket"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",133,"Error loading agents:","dialogs.intelligentassigndialog.error_loading_agents"
"components\tickets\dialogs\IntelligentAssignDialog.tsx",158,"Error getting intelligent suggestion:","dialogs.intelligentassigndialog.error_getting_intelligent_sugg"
"components\tickets\dialogs\QuickAssignDialog.tsx",289,"Intelligent Assignment","dialogs.quickassigndialog.intelligent_assignment"
"components\tickets\dialogs\QuickAssignDialog.tsx",366,"AI Pick","dialogs.quickassigndialog.ai_pick"
"components\tickets\dialogs\QuickAssignDialog.tsx",432,"Assign with AI","dialogs.quickassigndialog.assign_with_ai"
"components\tickets\dialogs\QuickAssignDialog.tsx",289,"span","dialogs.quickassigndialog.span"
"components\tickets\dialogs\QuickAssignDialog.tsx",139,"Error loading agents:","dialogs.quickassigndialog.error_loading_agents"
"components\tickets\dialogs\QuickAssignDialog.tsx",159,"Error getting intelligent suggestion:","dialogs.quickassigndialog.error_getting_intelligent_sugg"
"components\tickets\dialogs\QuickAssignDialog.tsx",175,"Ticket Assigned Successfully","dialogs.quickassigndialog.ticket_assigned_successfully"
"components\tickets\dialogs\QuickAssignDialog.tsx",186,"Failed to assign ticket","dialogs.quickassigndialog.failed_to_assign_ticket"
"components\tickets\dialogs\QuickAssignDialog.tsx",188,"Assignment Failed","dialogs.quickassigndialog.assignment_failed"
"components\tickets\dialogs\QuickAssignDialog.tsx",221,"Error assigning ticket:","dialogs.quickassigndialog.error_assigning_ticket"
"components\tickets\dialogs\QuickAssignDialog.tsx",139,"Error loading agents:","dialogs.quickassigndialog.error_loading_agents"
"components\tickets\dialogs\QuickAssignDialog.tsx",159,"Error getting intelligent suggestion:","dialogs.quickassigndialog.error_getting_intelligent_sugg"
"components\tickets\dialogs\QuickAssignDialog.tsx",221,"Error assigning ticket:","dialogs.quickassigndialog.error_assigning_ticket"
"components\tickets\dialogs\ReopenRequestDialog.tsx",74,"Error creating reopen request:","dialogs.reopenrequestdialog.error_creating_reopen_request"
"components\tickets\dialogs\ReopenRequestDialog.tsx",77,"Não foi possível enviar a solicitação.","dialogs.reopenrequestdialog.no_foi_possvel_enviar_a_solici"
"components\tickets\dialogs\ReopenRequestDialog.tsx",74,"Error creating reopen request:","dialogs.reopenrequestdialog.error_creating_reopen_request"
"components\tickets\dialogs\TicketClosureDialog.tsx",63,"Error closing ticket:","dialogs.ticketclosuredialog.error_closing_ticket"
"components\tickets\dialogs\TicketClosureDialog.tsx",63,"Error closing ticket:","dialogs.ticketclosuredialog.error_closing_ticket"
"components\tickets\dialogs\TicketDetailsDialog.tsx",93,"Error checking reopen permissions:","dialogs.ticketdetailsdialog.error_checking_reopen_permissi"
"components\tickets\dialogs\TicketDetailsDialog.tsx",116,"Error refreshing ticket data:","dialogs.ticketdetailsdialog.error_refreshing_ticket_data"
"components\tickets\dialogs\TicketDetailsDialog.tsx",223,"Error assigning ticket:","dialogs.ticketdetailsdialog.error_assigning_ticket"
"components\tickets\dialogs\TicketDetailsDialog.tsx",93,"Error checking reopen permissions:","dialogs.ticketdetailsdialog.error_checking_reopen_permissi"
"components\tickets\dialogs\TicketDetailsDialog.tsx",116,"Error refreshing ticket data:","dialogs.ticketdetailsdialog.error_refreshing_ticket_data"
"components\tickets\dialogs\TicketDetailsDialog.tsx",223,"Error assigning ticket:","dialogs.ticketdetailsdialog.error_assigning_ticket"
"components\tickets\dialogs\TicketDialog.tsx",742,"Brazil","dialogs.ticketdialog.brazil"
"components\tickets\dialogs\TicketDialog.tsx",743,"United States","dialogs.ticketdialog.united_states"
"components\tickets\dialogs\TicketDialog.tsx",744,"Germany","dialogs.ticketdialog.germany"
"components\tickets\dialogs\TicketDialog.tsx",745,"France","dialogs.ticketdialog.france"
"components\tickets\dialogs\TicketDialog.tsx",746,"United Kingdom","dialogs.ticketdialog.united_kingdom"
"components\tickets\dialogs\TicketDialog.tsx",747,"Spain","dialogs.ticketdialog.spain"
"components\tickets\dialogs\TicketDialog.tsx",748,"Italy","dialogs.ticketdialog.italy"
"components\tickets\dialogs\TicketDialog.tsx",749,"Portugal","dialogs.ticketdialog.portugal"
"components\tickets\dialogs\TicketDialog.tsx",750,"Netherlands","dialogs.ticketdialog.netherlands"
"components\tickets\dialogs\TicketDialog.tsx",751,"Belgium","dialogs.ticketdialog.belgium"
"components\tickets\dialogs\TicketDialog.tsx",752,"Switzerland","dialogs.ticketdialog.switzerland"
"components\tickets\dialogs\TicketDialog.tsx",753,"Austria","dialogs.ticketdialog.austria"
"components\tickets\dialogs\TicketDialog.tsx",754,"Sweden","dialogs.ticketdialog.sweden"
"components\tickets\dialogs\TicketDialog.tsx",755,"Denmark","dialogs.ticketdialog.denmark"
"components\tickets\dialogs\TicketDialog.tsx",756,"Norway","dialogs.ticketdialog.norway"
"components\tickets\dialogs\TicketDialog.tsx",757,"Finland","dialogs.ticketdialog.finland"
"components\tickets\dialogs\TicketDialog.tsx",758,"Poland","dialogs.ticketdialog.poland"
"components\tickets\dialogs\TicketDialog.tsx",759,"Czech Republic","dialogs.ticketdialog.czech_republic"
"components\tickets\dialogs\TicketDialog.tsx",760,"Hungary","dialogs.ticketdialog.hungary"
"components\tickets\dialogs\TicketDialog.tsx",761,"Romania","dialogs.ticketdialog.romania"
"components\tickets\dialogs\TicketDialog.tsx",923,"Attachments","dialogs.ticketdialog.attachments"
"components\tickets\dialogs\TicketDialog.tsx",939,"Click to attach files or drag and drop","dialogs.ticketdialog.click_to_attach_files_or_drag_"
"components\tickets\dialogs\TicketDialog.tsx",1014,"Cancel","dialogs.ticketdialog.cancel"
"components\tickets\dialogs\TicketDialog.tsx",1031,"Edit Restrictions","dialogs.ticketdialog.edit_restrictions"
"components\tickets\dialogs\TicketDialog.tsx",861,"Select priority","dialogs.ticketdialog.select_priority"
"components\tickets\dialogs\TicketDialog.tsx",881,"Describe the issue in detail, including steps to reproduce, error messages, etc.","dialogs.ticketdialog.describe_the_issue_in_detail_i"
"components\tickets\dialogs\TicketDialog.tsx",1014,"Button","dialogs.ticketdialog.button"
"components\tickets\dialogs\TicketDialog.tsx",1031,"span","dialogs.ticketdialog.span"
"components\tickets\dialogs\TicketDialog.tsx",197,"Error loading subcategories:","dialogs.ticketdialog.error_loading_subcategories"
"components\tickets\dialogs\TicketDialog.tsx",198,"Erro ao carregar subcategorias","dialogs.ticketdialog.erro_ao_carregar_subcategorias"
"components\tickets\dialogs\TicketDialog.tsx",250,"Error loading dynamic form fields:","dialogs.ticketdialog.error_loading_dynamic_form_fie"
"components\tickets\dialogs\TicketDialog.tsx",281,"Error loading agents:","dialogs.ticketdialog.error_loading_agents"
"components\tickets\dialogs\TicketDialog.tsx",306,"Error assigning ticket:","dialogs.ticketdialog.error_assigning_ticket"
"components\tickets\dialogs\TicketDialog.tsx",414,"Error uploading file:","dialogs.ticketdialog.error_uploading_file"
"components\tickets\dialogs\TicketDialog.tsx",470,"Error adding attachments:","dialogs.ticketdialog.error_adding_attachments"
"components\tickets\dialogs\TicketDialog.tsx",499,"Error submitting ticket:","dialogs.ticketdialog.error_submitting_ticket"
"components\tickets\dialogs\TicketDialog.tsx",721,"title","dialogs.ticketdialog.title"
"components\tickets\dialogs\TicketDialog.tsx",723,"title","dialogs.ticketdialog.title"
"components\tickets\dialogs\TicketDialog.tsx",724,"title","dialogs.ticketdialog.title"
"components\tickets\dialogs\TicketDialog.tsx",806,"category_id","dialogs.ticketdialog.categoryid"
"components\tickets\dialogs\TicketDialog.tsx",807,"category_id","dialogs.ticketdialog.categoryid"
"components\tickets\dialogs\TicketDialog.tsx",848,"subcategory_id","dialogs.ticketdialog.subcategoryid"
"components\tickets\dialogs\TicketDialog.tsx",849,"subcategory_id","dialogs.ticketdialog.subcategoryid"
"components\tickets\dialogs\TicketDialog.tsx",870,"priority","dialogs.ticketdialog.priority"
"components\tickets\dialogs\TicketDialog.tsx",871,"priority","dialogs.ticketdialog.priority"
"components\tickets\dialogs\TicketDialog.tsx",884,"description","dialogs.ticketdialog.description"
"components\tickets\dialogs\TicketDialog.tsx",886,"description","dialogs.ticketdialog.description"
"components\tickets\dialogs\TicketDialog.tsx",887,"description","dialogs.ticketdialog.description"
"components\tickets\dialogs\TicketDialog.tsx",155,"🔍 Subcategory loading effect triggered","dialogs.ticketdialog._subcategory_loading_effect_tr"
"components\tickets\dialogs\TicketDialog.tsx",156,"🔍 formData.category_id:","dialogs.ticketdialog._formdatacategoryid"
"components\tickets\dialogs\TicketDialog.tsx",157,"🔍 pendingSubcategoryId:","dialogs.ticketdialog._pendingsubcategoryid"
"components\tickets\dialogs\TicketDialog.tsx",169,"🔍 Loaded subcategories:","dialogs.ticketdialog._loaded_subcategories"
"components\tickets\dialogs\TicketDialog.tsx",174,"🔍 Checking pending subcategory:","dialogs.ticketdialog._checking_pending_subcategory"
"components\tickets\dialogs\TicketDialog.tsx",175,"🔍 Available subcategories:","dialogs.ticketdialog._available_subcategories"
"components\tickets\dialogs\TicketDialog.tsx",178,"🔍 Found valid subcategory?","dialogs.ticketdialog._found_valid_subcategory"
"components\tickets\dialogs\TicketDialog.tsx",179,"🔍 Valid subcategory:","dialogs.ticketdialog._valid_subcategory"
"components\tickets\dialogs\TicketDialog.tsx",182,"🎯 Applying pending subcategory to form:","dialogs.ticketdialog._applying_pending_subcategory_"
"components\tickets\dialogs\TicketDialog.tsx",188,"🎯 Final form data with subcategory:","dialogs.ticketdialog._final_form_data_with_subcateg"
"components\tickets\dialogs\TicketDialog.tsx",192,"❌ Pending subcategory not found in loaded subcategories","dialogs.ticketdialog._pending_subcategory_not_found"
"components\tickets\dialogs\TicketDialog.tsx",197,"Error loading subcategories:","dialogs.ticketdialog.error_loading_subcategories"
"components\tickets\dialogs\TicketDialog.tsx",213,"🔍 Subcategory value changed:","dialogs.ticketdialog._subcategory_value_changed"
"components\tickets\dialogs\TicketDialog.tsx",216,"🔍 Selected subcategory:","dialogs.ticketdialog._selected_subcategory"
"components\tickets\dialogs\TicketDialog.tsx",250,"Error loading dynamic form fields:","dialogs.ticketdialog.error_loading_dynamic_form_fie"
"components\tickets\dialogs\TicketDialog.tsx",281,"Error loading agents:","dialogs.ticketdialog.error_loading_agents"
"components\tickets\dialogs\TicketDialog.tsx",306,"Error assigning ticket:","dialogs.ticketdialog.error_assigning_ticket"
"components\tickets\dialogs\TicketDialog.tsx",317,"🎯 Raw suggestion object:","dialogs.ticketdialog._raw_suggestion_object"
"components\tickets\dialogs\TicketDialog.tsx",318,"🎯 Suggestion has subcategory?","dialogs.ticketdialog._suggestion_has_subcategory"
"components\tickets\dialogs\TicketDialog.tsx",319,"🎯 Subcategory object:","dialogs.ticketdialog._subcategory_object"
"components\tickets\dialogs\TicketDialog.tsx",323,"🎯 Extracted IDs:","dialogs.ticketdialog._extracted_ids"
"components\tickets\dialogs\TicketDialog.tsx",337,"🎯 Form data after setting category:","dialogs.ticketdialog._form_data_after_setting_categ"
"components\tickets\dialogs\TicketDialog.tsx",414,"Error uploading file:","dialogs.ticketdialog.error_uploading_file"
"components\tickets\dialogs\TicketDialog.tsx",470,"Error adding attachments:","dialogs.ticketdialog.error_adding_attachments"
"components\tickets\dialogs\TicketDialog.tsx",499,"Error submitting ticket:","dialogs.ticketdialog.error_submitting_ticket"
"components\tickets\dialogs\TicketDialog.tsx",771,"🔥 CATEGORY CHANGED - clearing subcategory! New category:","dialogs.ticketdialog._category_changed_clearing_sub"
"components\tickets\dialogs\TicketDialog.tsx",817,"🎯 Manual subcategory selection:","dialogs.ticketdialog._manual_subcategory_selection"
"components\tickets\dialogs\TicketReopenDialog.tsx",87,"Reabrir Ticket","dialogs.ticketreopendialog.reabrir_ticket"
"components\tickets\dialogs\TicketReopenDialog.tsx",128,"Descreva o motivo para reabrir este ticket...","dialogs.ticketreopendialog.descreva_o_motivo_para_reabrir"
"components\tickets\dialogs\TicketReopenDialog.tsx",87,"span","dialogs.ticketreopendialog.span"
"components\tickets\dialogs\TicketReopenDialog.tsx",36,"Por favor, adicione um motivo para a reabertura.","dialogs.ticketreopendialog.por_favor_adicione_um_motivo_p"
"components\tickets\dialogs\TicketReopenDialog.tsx",50,"Ticket Reaberto","dialogs.ticketreopendialog.ticket_reaberto"
"components\tickets\dialogs\TicketReopenDialog.tsx",60,"Error reopening ticket:","dialogs.ticketreopendialog.error_reopening_ticket"
"components\tickets\dialogs\TicketReopenDialog.tsx",61,"Erro ao reabrir o ticket. Tente novamente.","dialogs.ticketreopendialog.erro_ao_reabrir_o_ticket_tente"
"components\tickets\dialogs\TicketReopenDialog.tsx",63,"Erro ao reabrir ticket","dialogs.ticketreopendialog.erro_ao_reabrir_ticket"
"components\tickets\dialogs\TicketReopenDialog.tsx",60,"Error reopening ticket:","dialogs.ticketreopendialog.error_reopening_ticket"
"components\tickets\dialogs\TicketResolutionDialog.tsx",63,"Error resolving ticket:","dialogs.ticketresolutiondialog.error_resolving_ticket"
"components\tickets\dialogs\TicketResolutionDialog.tsx",63,"Error resolving ticket:","dialogs.ticketresolutiondialog.error_resolving_ticket"
"components\tickets\dialogs\TicketTransferDialog.tsx",111,"Error loading agents:","dialogs.tickettransferdialog.error_loading_agents"
"components\tickets\dialogs\TicketTransferDialog.tsx",155,"Error adding transfer comment:","dialogs.tickettransferdialog.error_adding_transfer_comment"
"components\tickets\dialogs\TicketTransferDialog.tsx",170,"Error creating notification:","dialogs.tickettransferdialog.error_creating_notification"
"components\tickets\dialogs\TicketTransferDialog.tsx",186,"Error transferring ticket:","dialogs.tickettransferdialog.error_transferring_ticket"
"components\tickets\dialogs\TicketTransferDialog.tsx",111,"Error loading agents:","dialogs.tickettransferdialog.error_loading_agents"
"components\tickets\dialogs\TicketTransferDialog.tsx",155,"Error adding transfer comment:","dialogs.tickettransferdialog.error_adding_transfer_comment"
"components\tickets\dialogs\TicketTransferDialog.tsx",170,"Error creating notification:","dialogs.tickettransferdialog.error_creating_notification"
"components\tickets\dialogs\TicketTransferDialog.tsx",186,"Error transferring ticket:","dialogs.tickettransferdialog.error_transferring_ticket"
"components\tickets\FeedbackPopup.tsx",194,"Avalie seu Atendimento","tickets.feedbackpopup.avalie_seu_atendimento"
"components\tickets\FeedbackPopup.tsx",216,"Resumo do Atendimento","tickets.feedbackpopup.resumo_do_atendimento"
"components\tickets\FeedbackPopup.tsx",263,"Sua Avaliação","tickets.feedbackpopup.sua_avaliao"
"components\tickets\FeedbackPopup.tsx",378,"Ticket não encontrado","tickets.feedbackpopup.ticket_no_encontrado"
"components\tickets\FeedbackPopup.tsx",390,"Cancelar","tickets.feedbackpopup.cancelar"
"components\tickets\FeedbackPopup.tsx",407,"Enviar Avaliação","tickets.feedbackpopup.enviar_avaliao"
"components\tickets\FeedbackPopup.tsx",194,"span","tickets.feedbackpopup.span"
"components\tickets\FeedbackPopup.tsx",222,"span","tickets.feedbackpopup.span"
"components\tickets\FeedbackPopup.tsx",230,"span","tickets.feedbackpopup.span"
"components\tickets\FeedbackPopup.tsx",390,"Button","tickets.feedbackpopup.button"
"components\tickets\FeedbackPopup.tsx",87,"🎭 Error loading ticket:","tickets.feedbackpopup._error_loading_ticket"
"components\tickets\FeedbackPopup.tsx",143,"Error submitting feedback:","tickets.feedbackpopup.error_submitting_feedback"
"components\tickets\FeedbackPopup.tsx",44,"🎭 FeedbackPopup render:","tickets.feedbackpopup._feedbackpopup_render"
"components\tickets\FeedbackPopup.tsx",77,"🎭 FeedbackPopup loadTicket:","tickets.feedbackpopup._feedbackpopup_loadticket"
"components\tickets\FeedbackPopup.tsx",82,"🎭 Loading ticket data for:","tickets.feedbackpopup._loading_ticket_data_for"
"components\tickets\FeedbackPopup.tsx",84,"🎭 Ticket data loaded:","tickets.feedbackpopup._ticket_data_loaded"
"components\tickets\FeedbackPopup.tsx",87,"🎭 Error loading ticket:","tickets.feedbackpopup._error_loading_ticket"
"components\tickets\FeedbackPopup.tsx",143,"Error submitting feedback:","tickets.feedbackpopup.error_submitting_feedback"
"components\tickets\FeedbackViewDialog.tsx",105,"Feedback do Atendimento","tickets.feedbackviewdialog.feedback_do_atendimento"
"components\tickets\FeedbackViewDialog.tsx",119,"Informações do Ticket","tickets.feedbackviewdialog.informaes_do_ticket"
"components\tickets\FeedbackViewDialog.tsx",162,"Avaliação do Usuário","tickets.feedbackviewdialog.avaliao_do_usurio"
"components\tickets\FeedbackViewDialog.tsx",260,"Nenhum feedback encontrado","tickets.feedbackviewdialog.nenhum_feedback_encontrado"
"components\tickets\FeedbackViewDialog.tsx",274,"Fechar","tickets.feedbackviewdialog.fechar"
"components\tickets\FeedbackViewDialog.tsx",105,"span","tickets.feedbackviewdialog.span"
"components\tickets\FeedbackViewDialog.tsx",125,"span","tickets.feedbackviewdialog.span"
"components\tickets\FeedbackViewDialog.tsx",129,"span","tickets.feedbackviewdialog.span"
"components\tickets\FeedbackViewDialog.tsx",274,"Button","tickets.feedbackviewdialog.button"
"components\tickets\FeedbackViewDialog.tsx",43,"Error loading feedback:","tickets.feedbackviewdialog.error_loading_feedback"
"components\tickets\FeedbackViewDialog.tsx",43,"Error loading feedback:","tickets.feedbackviewdialog.error_loading_feedback"
"components\tickets\hooks\useTicket.ts",55,"Access denied: You can only view your own tickets","hooks.useticket.access_denied_you_can_only_vie"
"components\tickets\hooks\useTicket.ts",63,"Ticket not found","hooks.useticket.ticket_not_found"
"components\tickets\hooks\useTicket.ts",71,"Invalid ticket ID provided","hooks.useticket.invalid_ticket_id_provided"
"components\tickets\InternalComments.tsx",192,"Público","tickets.internalcomments.pblico"
"components\tickets\InternalComments.tsx",201,"Interno","tickets.internalcomments.interno"
"components\tickets\InternalComments.tsx",208,"Comentário Público","tickets.internalcomments.comentrio_pblico"
"components\tickets\InternalComments.tsx",260,"Nenhum comentário encontrado","tickets.internalcomments.nenhum_comentrio_encontrado"
"components\tickets\InternalComments.tsx",261,"Nenhuma nota interna disponível","tickets.internalcomments.nenhuma_nota_interna_disponvel"
"components\tickets\InternalComments.tsx",262,"Seja o primeiro a comentar neste ticket","tickets.internalcomments.seja_o_primeiro_a_comentar_nes"
"components\tickets\InternalComments.tsx",283,"Interno","tickets.internalcomments.interno"
"components\tickets\InternalComments.tsx",289,"Público","tickets.internalcomments.pblico"
"components\tickets\InternalComments.tsx",192,"Button","tickets.internalcomments.button"
"components\tickets\InternalComments.tsx",201,"Button","tickets.internalcomments.button"
"components\tickets\InternalComments.tsx",66,"Error loading comments:","tickets.internalcomments.error_loading_comments"
"components\tickets\InternalComments.tsx",67,"Erro ao carregar comentários","tickets.internalcomments.erro_ao_carregar_comentrios"
"components\tickets\InternalComments.tsx",83,"Não é possível adicionar comentários","tickets.internalcomments.no_possvel_adicionar_comentrio"
"components\tickets\InternalComments.tsx",89,"Error checking comment permissions:","tickets.internalcomments.error_checking_comment_permiss"
"components\tickets\InternalComments.tsx",90,"Erro ao verificar permissões","tickets.internalcomments.erro_ao_verificar_permisses"
"components\tickets\InternalComments.tsx",118,"Comentário adicionado","tickets.internalcomments.comentrio_adicionado"
"components\tickets\InternalComments.tsx",127,"Error adding comment:","tickets.internalcomments.error_adding_comment"
"components\tickets\InternalComments.tsx",128,"Erro ao adicionar comentário","tickets.internalcomments.erro_ao_adicionar_comentrio"
"components\tickets\InternalComments.tsx",60,"📝 Comments loaded:","tickets.internalcomments._comments_loaded"
"components\tickets\InternalComments.tsx",61,"📝 Comments data:","tickets.internalcomments._comments_data"
"components\tickets\InternalComments.tsx",66,"Error loading comments:","tickets.internalcomments.error_loading_comments"
"components\tickets\InternalComments.tsx",89,"Error checking comment permissions:","tickets.internalcomments.error_checking_comment_permiss"
"components\tickets\InternalComments.tsx",100,"📝 Adding comment:","tickets.internalcomments._adding_comment"
"components\tickets\InternalComments.tsx",105,"📝 Comment added:","tickets.internalcomments._comment_added"
"components\tickets\InternalComments.tsx",127,"Error adding comment:","tickets.internalcomments.error_adding_comment"
"components\tickets\InternalComments.tsx",153,"📝 Filtered comments:","tickets.internalcomments._filtered_comments"
"components\tickets\InternalComments.tsx",154,"📝 Show only internal:","tickets.internalcomments._show_only_internal"
"components\tickets\SLADashboard.tsx",115,"SLA Overview","tickets.sladashboard.sla_overview"
"components\tickets\SLADashboard.tsx",140,"SLA Overview","tickets.sladashboard.sla_overview"
"components\tickets\SLADashboard.tsx",159,"Target: 95% SLA Compliance","tickets.sladashboard.target_95_sla_compliance"
"components\tickets\SLADashboard.tsx",171,"Compliant","tickets.sladashboard.compliant"
"components\tickets\SLADashboard.tsx",179,"Warnings","tickets.sladashboard.warnings"
"components\tickets\SLADashboard.tsx",187,"Breaches","tickets.sladashboard.breaches"
"components\tickets\SLADashboard.tsx",195,"Total","tickets.sladashboard.total"
"components\tickets\SLADashboard.tsx",206,"Avg Response","tickets.sladashboard.avg_response"
"components\tickets\SLADashboard.tsx",218,"Avg Resolution","tickets.sladashboard.avg_resolution"
"components\tickets\SLADashboard.tsx",233,"Critical SLA Alerts","tickets.sladashboard.critical_sla_alerts"
"components\tickets\SLADashboard.tsx",265,"View","tickets.sladashboard.view"
"components\tickets\SLADashboard.tsx",280,"View All Critical Tickets","tickets.sladashboard.view_all_critical_tickets"
"components\tickets\SLADashboard.tsx",92,"Error loading SLA overview:","tickets.sladashboard.error_loading_sla_overview"
"components\tickets\SLADashboard.tsx",92,"Error loading SLA overview:","tickets.sladashboard.error_loading_sla_overview"
"components\tickets\SLAMonitor.tsx",461,"Time elapsed since ticket creation","tickets.slamonitor.time_elapsed_since_ticket_crea"
"components\tickets\SLAMonitor.tsx",468,"Response Time","tickets.slamonitor.response_time"
"components\tickets\SLAMonitor.tsx",474,"Target response time based on priority","tickets.slamonitor.target_response_time_based_on_"
"components\tickets\SLAMonitor.tsx",468,"span","tickets.slamonitor.span"
"components\tickets\SLAMonitor.tsx",76,"Error loading SLA data:","tickets.slamonitor.error_loading_sla_data"
"components\tickets\SLAMonitor.tsx",76,"Error loading SLA data:","tickets.slamonitor.error_loading_sla_data"
"components\tickets\TaskManagement.tsx",272,"Tasks","tickets.taskmanagement.tasks"
"components\tickets\TaskManagement.tsx",297,"Add Task","tickets.taskmanagement.add_task"
"components\tickets\TaskManagement.tsx",303,"Create New Task","tickets.taskmanagement.create_new_task"
"components\tickets\TaskManagement.tsx",307,"Title","tickets.taskmanagement.title"
"components\tickets\TaskManagement.tsx",316,"Description","tickets.taskmanagement.description"
"components\tickets\TaskManagement.tsx",327,"Priority","tickets.taskmanagement.priority"
"components\tickets\TaskManagement.tsx",333,"Low","tickets.taskmanagement.low"
"components\tickets\TaskManagement.tsx",334,"Medium","tickets.taskmanagement.medium"
"components\tickets\TaskManagement.tsx",335,"High","tickets.taskmanagement.high"
"components\tickets\TaskManagement.tsx",336,"Urgent","tickets.taskmanagement.urgent"
"components\tickets\TaskManagement.tsx",342,"Assign To","tickets.taskmanagement.assign_to"
"components\tickets\TaskManagement.tsx",359,"Due Date","tickets.taskmanagement.due_date"
"components\tickets\TaskManagement.tsx",368,"Create Task","tickets.taskmanagement.create_task"
"components\tickets\TaskManagement.tsx",371,"Cancel","tickets.taskmanagement.cancel"
"components\tickets\TaskManagement.tsx",387,"Progress","tickets.taskmanagement.progress"
"components\tickets\TaskManagement.tsx",397,"Open","tickets.taskmanagement.open"
"components\tickets\TaskManagement.tsx",401,"In Progress","tickets.taskmanagement.in_progress"
"components\tickets\TaskManagement.tsx",405,"Done","tickets.taskmanagement.done"
"components\tickets\TaskManagement.tsx",409,"Blocked","tickets.taskmanagement.blocked"
"components\tickets\TaskManagement.tsx",413,"Overdue","tickets.taskmanagement.overdue"
"components\tickets\TaskManagement.tsx",424,"No tasks yet","tickets.taskmanagement.no_tasks_yet"
"components\tickets\TaskManagement.tsx",427,"Create tasks to track progress and collaborate with team members","tickets.taskmanagement.create_tasks_to_track_progress"
"components\tickets\TaskManagement.tsx",432,"Create First Task","tickets.taskmanagement.create_first_task"
"components\tickets\TaskManagement.tsx",517,"Mark as Open","tickets.taskmanagement.mark_as_open"
"components\tickets\TaskManagement.tsx",522,"Mark as Done","tickets.taskmanagement.mark_as_done"
"components\tickets\TaskManagement.tsx",534,"Delete","tickets.taskmanagement.delete"
"components\tickets\TaskManagement.tsx",546,"Description","tickets.taskmanagement.description"
"components\tickets\TaskManagement.tsx",573,"Comments","tickets.taskmanagement.comments"
"components\tickets\TaskManagement.tsx",320,"Optional description...","tickets.taskmanagement.optional_description"
"components\tickets\TaskManagement.tsx",345,"Select agent...","tickets.taskmanagement.select_agent"
"components\tickets\TaskManagement.tsx",297,"Button","tickets.taskmanagement.button"
"components\tickets\TaskManagement.tsx",368,"Button","tickets.taskmanagement.button"
"components\tickets\TaskManagement.tsx",371,"Button","tickets.taskmanagement.button"
"components\tickets\TaskManagement.tsx",387,"span","tickets.taskmanagement.span"
"components\tickets\TaskManagement.tsx",432,"Button","tickets.taskmanagement.button"
"components\tickets\TaskManagement.tsx",556,"span","tickets.taskmanagement.span"
"components\tickets\TaskManagement.tsx",560,"span","tickets.taskmanagement.span"
"components\tickets\TaskManagement.tsx",565,"span","tickets.taskmanagement.span"
"components\tickets\TaskManagement.tsx",87,"Error loading tasks:","tickets.taskmanagement.error_loading_tasks"
"components\tickets\TaskManagement.tsx",88,"Failed to load tasks","tickets.taskmanagement.failed_to_load_tasks"
"components\tickets\TaskManagement.tsx",102,"Error loading agents:","tickets.taskmanagement.error_loading_agents"
"components\tickets\TaskManagement.tsx",114,"Error loading task comments:","tickets.taskmanagement.error_loading_task_comments"
"components\tickets\TaskManagement.tsx",120,"Title is required","tickets.taskmanagement.title_is_required"
"components\tickets\TaskManagement.tsx",138,"Task created successfully","tickets.taskmanagement.task_created_successfully"
